CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
60.500.139/0001-26;2021-09-30;1;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;010472;ITR;110027;2021-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110027
60.537.263/0001-66;2021-03-31;1;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;024953;ITR;103949;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103949
60.537.263/0001-66;2021-03-31;2;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;024953;ITR;104061;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104061
60.537.263/0001-66;2021-06-30;1;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;024953;ITR;107566;2021-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107566
60.537.263/0001-66;2021-09-30;1;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;024953;ITR;109710;2021-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109710
60.537.263/0001-66;2021-09-30;2;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;024953;ITR;109788;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109788
60.543.816/0001-93;2021-03-31;1;IGUATEMI S.A.;008672;ITR;104090;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104090
60.543.816/0001-93;2021-06-30;1;IGUATEMI S.A.;008672;ITR;107678;2021-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107678
60.543.816/0001-93;2021-09-30;1;IGUATEMI S.A.;008672;ITR;109693;2021-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109693
60.637.238/0001-54;2021-03-31;1;BLUE TECH SOLUTIONS EQI S.A.;012319;ITR;106531;2021-07-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106531
60.637.238/0001-54;2021-06-30;1;BLUE TECH SOLUTIONS EQI S.A.;012319;ITR;108529;2021-09-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108529
60.637.238/0001-54;2021-09-30;1;BLUE TECH SOLUTIONS EQI S.A.;012319;ITR;115671;2022-05-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=115671
60.651.809/0001-05;2021-03-31;1;SUZANO HOLDING S.A.;009067;ITR;104252;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104252
60.651.809/0001-05;2021-06-30;1;SUZANO HOLDING S.A.;009067;ITR;107923;2021-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107923
60.651.809/0001-05;2021-09-30;1;SUZANO HOLDING S.A.;009067;ITR;109759;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109759
60.730.348/0001-66;2021-03-31;1;CIA MELHORAMENTOS DE SAO PAULO;003654;ITR;104274;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104274
60.730.348/0001-66;2021-03-31;2;CIA MELHORAMENTOS DE SAO PAULO;003654;ITR;105712;2021-06-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105712
60.730.348/0001-66;2021-06-30;1;CIA MELHORAMENTOS DE SAO PAULO;003654;ITR;107839;2021-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107839
60.730.348/0001-66;2021-06-30;2;CIA MELHORAMENTOS DE SAO PAULO;003654;ITR;108300;2021-08-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108300
60.730.348/0001-66;2021-09-30;1;CIA MELHORAMENTOS DE SAO PAULO;003654;ITR;110003;2021-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110003
60.746.948/0001-12;2021-03-31;1;BCO BRADESCO S.A.;000906;ITR;103358;2021-05-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103358
60.746.948/0001-12;2021-06-30;1;BCO BRADESCO S.A.;000906;ITR;107232;2021-08-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107232
60.746.948/0001-12;2021-09-30;1;BCO BRADESCO S.A.;000906;ITR;109425;2021-11-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109425
60.770.336/0001-65;2021-03-31;1;BCO ALFA DE INVESTIMENTO S.A.;001384;ITR;103865;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103865
60.770.336/0001-65;2021-06-30;1;BCO ALFA DE INVESTIMENTO S.A.;001384;ITR;107620;2021-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107620
60.770.336/0001-65;2021-09-30;1;BCO ALFA DE INVESTIMENTO S.A.;001384;ITR;109941;2021-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109941
60.770.336/0001-65;2021-09-30;2;BCO ALFA DE INVESTIMENTO S.A.;001384;ITR;110398;2021-11-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110398
60.840.055/0001-31;2021-03-31;1;FLEURY S.A.;021881;ITR;103174;2021-04-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103174
60.840.055/0001-31;2021-06-30;1;FLEURY S.A.;021881;ITR;106830;2021-07-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106830
60.840.055/0001-31;2021-09-30;1;FLEURY S.A.;021881;ITR;109282;2021-10-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109282
60.851.615/0001-53;2021-03-31;1;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;001520;ITR;104497;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104497
60.851.615/0001-53;2021-06-30;1;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;001520;ITR;108037;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108037
60.851.615/0001-53;2021-09-30;1;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;001520;ITR;110174;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110174
60.872.504/0001-23;2021-03-31;1;ITAU UNIBANCO HOLDING S.A.;019348;ITR;103318;2021-05-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103318
60.872.504/0001-23;2021-06-30;1;ITAU UNIBANCO HOLDING S.A.;019348;ITR;107168;2021-08-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107168
60.872.504/0001-23;2021-09-30;1;ITAU UNIBANCO HOLDING S.A.;019348;ITR;109387;2021-11-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109387
60.884.319/0001-59;2021-03-31;1;NORDON INDUSTRIAS METALURGICAS S.A.;009083;ITR;104310;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104310
60.884.319/0001-59;2021-06-30;1;NORDON INDUSTRIAS METALURGICAS S.A.;009083;ITR;107873;2021-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107873
60.884.319/0001-59;2021-09-30;1;NORDON INDUSTRIAS METALURGICAS S.A.;009083;ITR;110189;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110189
60.894.730/0001-05;2021-03-31;1;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;014320;ITR;103030;2021-04-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103030
60.894.730/0001-05;2021-06-30;1;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;014320;ITR;106860;2021-07-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106860
60.894.730/0001-05;2021-09-30;1;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;014320;ITR;109311;2021-10-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109311
60.933.603/0001-78;2021-03-31;1;CESP - CIA ENERGETICA DE SAO PAULO;002577;ITR;103092;2021-04-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103092
60.933.603/0001-78;2021-06-30;1;CESP - CIA ENERGETICA DE SAO PAULO;002577;ITR;106839;2021-07-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106839
60.933.603/0001-78;2021-09-30;1;CESP - CIA ENERGETICA DE SAO PAULO;002577;ITR;109227;2021-10-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109227
60.933.603/0001-78;2021-09-30;2;CESP - CIA ENERGETICA DE SAO PAULO;002577;ITR;109228;2021-10-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109228
60.933.603/0001-78;2021-09-30;3;CESP - CIA ENERGETICA DE SAO PAULO;002577;ITR;109240;2021-10-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109240
61.022.042/0001-18;2021-03-31;1;CONSTRUTORA ADOLPHO LINDENBERG S.A.;004723;ITR;104279;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104279
61.022.042/0001-18;2021-06-30;1;CONSTRUTORA ADOLPHO LINDENBERG S.A.;004723;ITR;107852;2021-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107852
61.022.042/0001-18;2021-09-30;1;CONSTRUTORA ADOLPHO LINDENBERG S.A.;004723;ITR;110060;2021-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110060
61.065.298/0001-02;2021-03-31;1;MANGELS INDUSTRIAL S.A.;008397;ITR;104523;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104523
61.065.298/0001-02;2021-06-30;1;MANGELS INDUSTRIAL S.A.;008397;ITR;108070;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108070
61.065.298/0001-02;2021-09-30;1;MANGELS INDUSTRIAL S.A.;008397;ITR;110051;2021-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110051
61.065.751/0001-80;2021-03-31;1;ROSSI RESIDENCIAL S.A.;016306;ITR;103919;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103919
61.065.751/0001-80;2021-06-30;1;ROSSI RESIDENCIAL S.A.;016306;ITR;107538;2021-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107538
61.065.751/0001-80;2021-09-30;1;ROSSI RESIDENCIAL S.A.;016306;ITR;109683;2021-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109683
61.079.117/0001-05;2021-03-31;1;ALPARGATAS S.A.;010456;ITR;103330;2021-05-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103330
61.079.117/0001-05;2021-06-30;1;ALPARGATAS S.A.;010456;ITR;106998;2021-07-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106998
61.079.117/0001-05;2021-06-30;2;ALPARGATAS S.A.;010456;ITR;107054;2021-07-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107054
61.079.117/0001-05;2021-09-30;1;ALPARGATAS S.A.;010456;ITR;109305;2021-10-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109305
61.080.313/0001-91;2021-03-31;1;COBRASMA S.A.;004448;ITR;104184;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104184
61.080.313/0001-91;2021-06-30;1;COBRASMA S.A.;004448;ITR;107767;2021-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107767
61.080.313/0001-91;2021-09-30;1;COBRASMA S.A.;004448;ITR;110004;2021-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110004
61.082.004/0001-50;2021-03-31;1;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;008427;ITR;104314;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104314
61.082.004/0001-50;2021-06-30;1;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;008427;ITR;107488;2021-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107488
61.082.004/0001-50;2021-09-30;1;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;008427;ITR;109749;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109749
61.082.004/0001-50;2021-09-30;2;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;008427;ITR;109752;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109752
61.088.894/0001-08;2021-03-31;1;CAMBUCI S.A.;002100;ITR;103238;2021-04-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103238
61.088.894/0001-08;2021-06-30;1;CAMBUCI S.A.;002100;ITR;107023;2021-07-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107023
61.088.894/0001-08;2021-09-30;1;CAMBUCI S.A.;002100;ITR;109341;2021-10-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109341
61.092.037/0001-81;2021-03-31;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;005762;ITR;103800;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103800
61.092.037/0001-81;2021-06-30;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;005762;ITR;107479;2021-08-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107479
61.092.037/0001-81;2021-09-30;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;005762;ITR;109617;2021-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109617
61.156.113/0001-75;2021-03-31;1;IOCHPE MAXION S.A.;011932;ITR;104452;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104452
61.156.113/0001-75;2021-06-30;1;IOCHPE MAXION S.A.;011932;ITR;107524;2021-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107524
61.156.113/0001-75;2021-09-30;1;IOCHPE MAXION S.A.;011932;ITR;110176;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110176
61.156.931/0001-78;2021-03-31;1;SIDERURGICA J. L. ALIPERTI S.A.;012823;ITR;104206;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104206
61.156.931/0001-78;2021-06-30;1;SIDERURGICA J. L. ALIPERTI S.A.;012823;ITR;107988;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107988
61.156.931/0001-78;2021-09-30;1;SIDERURGICA J. L. ALIPERTI S.A.;012823;ITR;110125;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110125
61.186.680/0001-74;2021-03-31;1;BANCO BMG S/A;024600;ITR;103487;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103487
61.186.680/0001-74;2021-03-31;2;BANCO BMG S/A;024600;ITR;104651;2021-05-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104651
61.186.680/0001-74;2021-06-30;1;BANCO BMG S/A;024600;ITR;107643;2021-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107643
61.186.680/0001-74;2021-09-30;1;BANCO BMG S/A;024600;ITR;109801;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109801
61.189.288/0001-89;2021-03-31;1;MARISA LOJAS S.A.;022055;ITR;103683;2021-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103683
61.189.288/0001-89;2021-06-30;1;MARISA LOJAS S.A.;022055;ITR;107676;2021-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107676
61.189.288/0001-89;2021-09-30;1;MARISA LOJAS S.A.;022055;ITR;109520;2021-11-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109520
61.190.096/0001-92;2021-03-31;1;EUROFARMA LABORATÓRIOS S.A.;026700;ITR;110773;2021-12-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110773
61.190.096/0001-92;2021-06-30;1;EUROFARMA LABORATÓRIOS S.A.;026700;ITR;110775;2021-12-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110775
61.190.096/0001-92;2021-09-30;1;EUROFARMA LABORATÓRIOS S.A.;026700;ITR;110776;2021-12-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110776
61.351.532/0001-68;2021-03-31;1;AZEVEDO E TRAVASSOS S.A.;011975;ITR;104437;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104437
61.351.532/0001-68;2021-03-31;2;AZEVEDO E TRAVASSOS S.A.;011975;ITR;105715;2021-06-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105715
61.351.532/0001-68;2021-06-30;1;AZEVEDO E TRAVASSOS S.A.;011975;ITR;107503;2021-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107503
61.351.532/0001-68;2021-06-30;2;AZEVEDO E TRAVASSOS S.A.;011975;ITR;107540;2021-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107540
61.351.532/0001-68;2021-09-30;1;AZEVEDO E TRAVASSOS S.A.;011975;ITR;110159;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110159
61.374.161/0001-30;2021-03-31;1;BAUMER S.A.;001562;ITR;104344;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104344
61.374.161/0001-30;2021-06-30;1;BAUMER S.A.;001562;ITR;108052;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108052
61.374.161/0001-30;2021-09-30;1;BAUMER S.A.;001562;ITR;110164;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110164
61.409.892/0001-73;2021-03-31;1;COMPANHIA BRASILEIRA DE ALUMÍNIO;025984;ITR;104503;2021-06-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104503
61.409.892/0001-73;2021-06-30;1;COMPANHIA BRASILEIRA DE ALUMÍNIO;025984;ITR;107472;2021-08-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107472
61.409.892/0001-73;2021-06-30;2;COMPANHIA BRASILEIRA DE ALUMÍNIO;025984;ITR;108563;2021-09-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108563
61.409.892/0001-73;2021-06-30;3;COMPANHIA BRASILEIRA DE ALUMÍNIO;025984;ITR;109634;2021-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109634
61.409.892/0001-73;2021-06-30;4;COMPANHIA BRASILEIRA DE ALUMÍNIO;025984;ITR;109637;2021-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109637
61.409.892/0001-73;2021-09-30;1;COMPANHIA BRASILEIRA DE ALUMÍNIO;025984;ITR;109514;2021-11-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109514
61.409.892/0001-73;2021-09-30;2;COMPANHIA BRASILEIRA DE ALUMÍNIO;025984;ITR;109635;2021-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109635
61.409.892/0001-73;2021-09-30;3;COMPANHIA BRASILEIRA DE ALUMÍNIO;025984;ITR;109639;2021-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109639
61.486.650/0001-83;2021-03-31;1;DIAGNOSTICOS DA AMERICA S.A.;019623;ITR;104146;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104146
61.486.650/0001-83;2021-06-30;1;DIAGNOSTICOS DA AMERICA S.A.;019623;ITR;107729;2021-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107729
61.486.650/0001-83;2021-09-30;1;DIAGNOSTICOS DA AMERICA S.A.;019623;ITR;109874;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109874
